leafIndex;computations
0;0
1;14
2;7
3;7
4;6
5;8
6;13
7;1
8;6
9;8
10;13
11;1
12;12
13;8
14;7
15;1
16;5
17;9
18;12
19;2
20;11
21;8
22;8
23;1
24;11
25;8
26;8
27;6
28;7
29;13
30;2
31;1
32;5
33;9
34;12
35;2
36;11
37;8
38;8
39;1
40;11
41;8
42;8
43;6
44;7
45;13
46;2
47;1
48;10
49;9
50;7
51;7
52;6
53;13
54;3
55;6
56;6
57;13
58;3
59;11
60;7
61;8
62;2
63;1
64;4
65;10
66;11
67;3
68;10
69;8
70;9
71;1
72;10
73;8
74;9
75;5
76;8
77;12
78;3
79;1
80;9
81;9
82;8
83;6
84;7
85;12
86;4
87;5
88;7
89;12
90;4
91;10
92;7
93;9
94;2
95;1
96;9
97;9
98;8
99;6
100;7
101;12
102;4
103;5
104;7
105;12
106;4
107;10
108;7
109;9
110;2
111;5
112;6
113;13
114;3
115;11
116;6
117;9
118;3
119;10
120;6
121;9
122;7
123;7
124;11
125;4
126;2
127;1
128;4
129;10
130;11
131;3
132;10
133;8
134;9
135;1
136;10
137;8
138;9
139;5
140;8
141;12
142;3
143;1
144;9
145;9
146;8
147;6
148;7
149;12
150;4
151;5
152;7
153;12
154;4
155;10
156;7
157;9
158;2
159;1
160;9
161;9
162;8
163;6
164;7
165;12
166;4
167;5
168;7
169;12
170;4
171;10
172;7
173;9
174;2
175;5
176;6
177;13
178;3
179;11
180;6
181;9
182;3
183;10
184;6
185;9
186;7
187;7
188;11
189;4
190;2
191;1
192;8
193;10
194;7
195;7
196;6
197;12
198;5
199;5
200;6
201;12
202;5
203;9
204;8
205;8
206;3
207;5
208;5
209;13
210;4
211;10
212;7
213;8
214;4
215;9
216;7
217;8
218;8
219;6
220;11
221;5
222;2
223;5
224;5
225;13
226;4
227;10
228;7
229;8
230;4
231;9
232;7
233;8
234;8
235;6
236;11
237;5
238;2
239;9
240;6
241;9
242;7
243;7
244;10
245;5
246;7
247;6
248;10
249;5
250;11
251;7
252;7
253;4
254;2
255;1
256;3
257;11
258;10
259;4
260;9
261;8
262;10
263;1
264;9
265;8
266;10
267;4
268;9
269;11
270;4
271;1
272;8
273;9
274;9
275;5
276;8
277;11
278;5
279;4
280;8
281;11
282;5
283;9
284;7
285;10
286;2
287;1
288;8
289;9
290;9
291;5
292;8
293;11
294;5
295;4
296;8
297;11
298;5
299;9
300;7
301;10
302;2
303;4
304;7
305;12
306;4
307;10
308;6
309;10
310;3
