leafIndex;computations
0;0
1;2
2;1
3;1
4;1
5;1
6;2
7;0
8;1
9;1
10;2
11;0
12;2
13;1
14;1
15;0
16;1
17;1
18;2
19;0
20;2
21;1
22;1
23;0
24;2
25;1
26;1
27;1
28;1
29;2
30;0
31;0
32;1
33;1
34;2
35;0
36;2
37;1
38;1
39;0
40;2
41;1
42;1
43;1
44;1
45;2
46;0
47;0
48;2
49;1
50;1
51;1
52;1
53;2
54;0
55;1
56;1
57;2
58;0
59;2
60;1
61;1
62;0
63;0
64;0
65;2
66;1
67;1
68;1
69;1
70;2
71;0
72;1
73;1
74;2
75;0
76;2
77;1
78;1
79;0
80;1
81;1
82;2
83;0
84;2
85;1
86;1
87;0
88;2
89;1
90;1
91;1
92;1
93;2
94;0
95;0
96;1
97;1
98;2
99;0
100;2
101;1
102;1
103;0
104;2
105;1
106;1
107;1
108;1
109;2
110;0
111;0
112;2
113;1
114;1
115;1
116;1
117;2
118;0
119;1
120;1
121;2
122;0
123;2
124;1
125;1
126;0
127;0
128;0
129;2
130;1
131;1
132;1
133;1
134;2
135;0
136;1
137;1
138;2
139;0
140;2
141;1
142;1
143;0
144;1
145;1
146;2
147;0
148;2
149;1
150;1
151;0
152;2
153;1
154;1
155;1
156;1
157;2
158;0
159;0
160;1
161;1
162;2
163;0
164;2
165;1
166;1
167;0
168;2
169;1
170;1
171;1
172;1
173;2
174;0
175;0
176;2
177;1
178;1
179;1
180;1
181;2
182;0
183;1
184;1
185;2
186;0
187;2
188;1
189;1
190;0
191;0
192;0
193;2
194;1
195;1
196;1
197;1
198;2
199;0
200;1
201;1
202;2
203;0
204;2
205;1
206;1
207;0
208;1
209;1
210;2
211;0
212;2
213;1
214;1
215;0
216;2
217;1
218;1
219;1
220;1
221;2
222;0
223;0
224;1
225;1
226;2
227;0
228;2
229;1
230;1
231;0
232;2
233;1
234;1
235;1
236;1
237;2
238;0
239;0
240;2
241;1
242;1
243;1
244;1
245;2
246;0
247;1
248;1
249;2
250;0
251;2
252;1
253;1
254;0
255;0
256;0
257;2
258;1
259;1
260;1
261;1
262;2
263;0
264;1
265;1
266;2
267;0
268;2
269;1
270;1
271;0
272;1
273;1
274;2
275;0
276;2
277;1
278;1
279;0
280;2
281;1
282;1
283;1
284;1
285;2
286;0
287;0
288;1
289;1
290;2
291;0
292;2
293;1
294;1
295;0
296;2
297;1
298;1
299;1
300;1
301;2
302;0
303;0
304;2
305;1
306;1
307;1
308;1
309;2
310;0
311;1
312;1
313;2
314;0
315;2
316;1
317;1
318;0
319;0
320;0
321;2
322;1
323;1
324;1
325;1
326;2
327;0
328;1
329;1
330;2
331;0
332;2
333;1
334;1
335;0
336;1
337;1
338;2
339;0
340;2
341;1
342;1
343;0
344;2
345;1
346;1
347;1
348;1
349;2
350;0
351;0
352;1
353;1
354;2
355;0
356;2
357;1
358;1
359;0
360;2
361;1
362;1
363;1
364;1
365;2
366;0
367;0
368;2
369;1
370;1
371;1
372;1
373;2
374;0
375;1
376;1
377;2
378;0
379;2
380;1
381;1
382;0
383;0
384;0
385;2
386;1
387;1
388;1
389;1
390;2
391;0
392;1
393;1
394;2
395;0
396;2
397;1
398;1
399;0
400;1
401;1
402;2
403;0
404;2
405;1
406;1
407;0
408;2
409;1
410;1
411;1
412;1
413;2
414;0
415;0
416;1
417;1
418;2
419;0
420;2
421;1
422;1
423;0
424;2
425;1
426;1
427;1
428;1
429;2
430;0
431;0
432;2
433;1
434;1
435;1
436;1
437;2
438;0
439;1
440;1
441;2
442;0
443;2
444;1
445;1
446;0
447;0
448;0
449;2
450;1
451;1
452;1
453;1
454;2
455;0
456;1
457;1
458;2
459;0
460;2
461;1
462;1
463;0
464;1
465;1
466;2
467;0
468;2
469;1
470;1
471;0
472;2
473;1
474;1
475;1
476;1
477;2
478;0
479;0
480;1
481;1
482;2
483;0
484;2
485;1
486;1
487;0
488;2
489;1
490;1
491;1
492;1
493;2
494;0
495;0
496;2
497;1
498;1
499;1
500;1
501;2
502;0
503;1
504;1
505;2
506;0
507;2
508;1
509;1
510;0
511;0
512;0
513;2
514;1
515;1
516;1
517;1
518;2
519;0
520;1
521;1
522;2
523;0
524;2
525;1
526;1
527;0
528;1
529;1
530;2
531;0
532;2
533;1
534;1
535;0
536;2
537;1
538;1
539;1
540;1
541;2
542;0
543;0
544;1
545;1
546;2
547;0
548;2
549;1
550;1
551;0
552;2
553;1
554;1
555;1
556;1
557;2
558;0
559;0
560;2
561;1
562;1
563;1
564;1
565;2
566;0
567;1
568;1
569;2
570;0
571;2
572;1
573;1
574;0
575;0
576;0
577;2
578;1
579;1
580;1
581;1
582;2
583;0
584;1
585;1
586;2
587;0
588;2
589;1
590;1
591;0
592;1
593;1
594;2
595;0
596;2
597;1
598;1
599;0
600;2
601;1
602;1
603;1
604;1
605;2
606;0
607;0
608;1
609;1
610;2
611;0
612;2
613;1
614;1
615;0
616;2
617;1
618;1
619;1
620;1
621;2
622;0
623;0
624;2
625;1
626;1
627;1
628;1
629;2
630;0
631;1
632;1
633;2
634;0
635;2
636;1
637;1
638;0
639;0
640;0
641;2
642;1
643;1
644;1
645;1
646;2
647;0
648;1
649;1
650;2
651;0
652;2
653;1
654;1
655;0
656;1
657;1
658;2
659;0
660;2
661;1
662;1
663;0
664;2
665;1
666;1
667;1
668;1
669;2
670;0
671;0
672;1
673;1
674;2
675;0
676;2
677;1
678;1
679;0
680;2
681;1
682;1
683;1
684;1
685;2
686;0
687;0
688;2
689;1
690;1
691;1
692;1
693;2
694;0
695;1
696;1
697;2
698;0
699;2
700;1
701;1
702;0
703;0
704;0
705;2
706;1
707;1
708;1
709;1
710;2
711;0
712;1
713;1
714;2
715;0
716;2
717;1
718;1
719;0
720;1
721;1
722;2
723;0
724;2
725;1
726;1
727;0
728;2
729;1
730;1
731;1
732;1
733;2
734;0
735;0
736;1
737;1
738;2
739;0
740;2
741;1
742;1
743;0
744;2
745;1
746;1
747;1
748;1
749;2
750;0
751;0
752;2
753;1
754;1
755;1
756;1
757;2
758;0
759;1
760;1
761;2
762;0
763;2
764;1
765;1
766;0
767;0
768;0
769;2
770;1
771;1
772;1
773;1
774;2
775;0
776;1
777;1
778;2
779;0
780;2
781;1
782;1
783;0
784;1
785;1
786;2
787;0
788;2
789;1
790;1
791;0
792;2
793;1
794;1
795;1
796;1
797;2
798;0
799;0
800;1
801;1
802;2
803;0
804;2
805;1
806;1
807;0
808;2
809;1
810;1
811;1
812;1
813;2
814;0
815;0
816;2
817;1
818;1
819;1
820;1
821;2
822;0
823;1
824;1
825;2
826;0
827;2
828;1
829;1
830;0
831;0
832;0
833;2
834;1
835;1
836;1
837;1
838;2
839;0
840;1
841;1
842;2
843;0
844;2
845;1
846;1
847;0
848;1
849;1
850;2
851;0
852;2
853;1
854;1
855;0
856;2
857;1
858;1
859;1
860;1
861;2
862;0
863;0
864;1
865;1
866;2
867;0
868;2
869;1
870;1
871;0
872;2
873;1
874;1
875;1
876;1
877;2
878;0
879;0
880;2
881;1
882;1
883;1
884;1
885;2
886;0
887;1
888;1
889;2
890;0
891;2
892;1
893;1
894;0
895;0
896;0
897;2
898;1
899;1
900;1
901;1
902;2
903;0
904;1
905;1
906;2
907;0
908;2
909;1
910;1
911;0
912;1
913;1
914;2
915;0
916;2
917;1
918;1
919;0
920;2
921;1
922;1
923;1
924;1
925;2
926;0
927;0
928;1
929;1
930;2
931;0
932;2
933;1
934;1
935;0
936;2
937;1
938;1
939;1
940;1
941;2
942;0
943;0
944;2
945;1
946;1
947;1
948;1
949;2
950;0
951;1
952;1
953;2
954;0
955;2
956;1
957;1
958;0
959;0
960;0
961;2
962;1
963;1
964;1
965;1
966;2
967;0
968;1
969;1
970;2
971;0
972;2
973;1
974;1
975;0
976;1
977;1
978;2
979;0
980;2
981;1
982;1
983;0
984;2
985;1
986;1
987;1
988;1
989;2
990;0
991;0
992;1
993;1
994;2
995;0
996;2
997;1
998;1
999;0
1000;2
1001;1
1002;1
1003;1
1004;1
1005;2
1006;0
1007;0
1008;2
1009;1
1010;1
1011;1
1012;1
1013;2
1014;0
1015;1
1016;1
1017;2
1018;0
1019;2
1020;1
1021;1
1022;0
1023;0
1024;0
1025;2
1026;1
1027;1
1028;1
1029;1
1030;2
1031;0
1032;1
1033;1
1034;2
1035;0
1036;2
1037;1
1038;1
1039;0
1040;1
1041;1
1042;2
1043;0
1044;2
1045;1
1046;1
1047;0
1048;2
1049;1
1050;1
1051;1
1052;1
1053;2
1054;0
1055;0
1056;1
1057;1
1058;2
1059;0
1060;2
1061;1
1062;1
1063;0
1064;2
1065;1
1066;1
1067;1
1068;1
1069;2
1070;0
1071;0
1072;2
1073;1
1074;1
1075;1
1076;1
1077;2
1078;0
1079;1
1080;1
1081;2
1082;0
1083;2
1084;1
1085;1
1086;0
1087;0
1088;0
1089;2
1090;1
1091;1
1092;1
1093;1
1094;2
1095;0
1096;1
1097;1
1098;2
1099;0
1100;2
1101;1
1102;1
1103;0
1104;1
1105;1
1106;2
1107;0
1108;2
1109;1
1110;1
1111;0
1112;2
1113;1
1114;1
1115;1
1116;1
1117;2
1118;0
1119;0
1120;1
1121;1
1122;2
1123;0
1124;2
1125;1
1126;1
1127;0
1128;2
1129;1
1130;1
1131;1
1132;1
1133;2
1134;0
1135;0
1136;2
1137;1
1138;1
1139;1
1140;1
1141;2
1142;0
1143;1
1144;1
1145;2
1146;0
1147;2
1148;1
1149;1
1150;0
1151;0
1152;0
1153;2
1154;1
1155;1
1156;1
1157;1
1158;2
1159;0
1160;1
1161;1
1162;2
1163;0
1164;2
1165;1
1166;1
1167;0
1168;1
1169;1
1170;2
1171;0
1172;2
1173;1
1174;1
1175;0
1176;2
1177;1
1178;1
1179;1
1180;1
1181;2
1182;0
1183;0
1184;1
1185;1
1186;2
1187;0
1188;2
1189;1
1190;1
1191;0
1192;2
1193;1
1194;1
1195;1
1196;1
1197;2
1198;0
1199;0
1200;2
1201;1
1202;1
1203;1
1204;1
1205;2
1206;0
1207;1
1208;1
1209;2
1210;0
1211;2
1212;1
1213;1
1214;0
1215;0
1216;0
1217;2
1218;1
1219;1
1220;1
1221;1
1222;2
1223;0
1224;1
1225;1
1226;2
1227;0
1228;2
1229;1
1230;1
1231;0
1232;1
1233;1
