leafIndex;computations
0;1
1;0
2;1
3;0
4;1
5;0
6;1
7;0
8;1
9;1
10;2
11;1
12;2
13;1
14;2
15;1
16;1
17;1
18;2
19;1
20;2
21;1
22;2
23;1
24;1
25;1
26;2
27;1
28;2
29;1
30;2
31;1
32;1
33;1
34;2
35;1
36;2
37;1
38;2
39;1
40;2
41;2
42;3
43;2
44;3
45;2
46;3
47;2
48;2
49;2
50;3
51;2
52;3
53;2
54;3
55;2
56;2
57;2
58;3
59;2
60;3
61;2
62;3
63;2
64;1
65;1
66;2
67;1
68;2
69;1
70;2
71;1
72;2
73;2
74;3
75;2
76;3
77;2
78;3
79;2
80;2
81;2
82;3
83;2
84;3
85;2
86;3
87;2
88;2
89;2
90;3
91;2
92;3
93;2
94;3
95;2
96;1
97;1
98;2
99;1
100;2
101;1
102;2
103;1
104;2
105;2
106;3
107;2
108;3
109;2
110;3
111;2
112;2
113;2
114;3
115;2
116;3
117;2
118;3
119;2
120;2
121;2
122;3
123;2
124;3
125;2
126;3
127;2
