round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
1;11;11;11;1;1;1
2;12;12;12;1;1;1
3;11;11;12;1;1;1
4;17;17;17;3;3;3
5;11;11;17;1;1;3
6;12;12;17;1;1;3
7;11;11;17;1;1;3
8;19;19;19;4;4;4
9;20;20;20;4;4;4
10;12;12;20;1;1;4
11;11;11;20;1;1;4
12;17;17;20;3;3;4
13;11;11;20;1;1;4
14;12;12;20;1;1;4
15;11;11;20;1;1;4
16;19;19;20;4;4;4
17;22;22;22;5;5;5
18;21;21;22;4;4;5
19;23;23;23;5;5;5
20;17;17;23;3;3;5
21;11;11;23;1;1;5
22;12;12;23;1;1;5
23;11;11;23;1;1;5
24;19;19;23;4;4;5
25;20;20;23;4;4;5
26;12;12;23;1;1;5
27;11;11;23;1;1;5
28;17;17;23;3;3;5
29;11;11;23;1;1;5
30;12;12;23;1;1;5
31;11;11;23;1;1;5
32;19;19;23;4;4;5
33;22;22;23;5;5;5
34;21;21;23;4;4;5
35;23;23;23;5;5;5
36;19;19;23;4;4;5
37;22;22;23;5;5;5
38;22;22;23;4;4;5
39;22;22;23;5;5;5
40;19;19;23;4;4;5
41;22;22;23;5;5;5
42;23;23;23;4;4;5
43;11;11;23;1;1;5
44;17;17;23;3;3;5
45;11;11;23;1;1;5
46;12;12;23;1;1;5
47;11;11;23;1;1;5
48;19;19;23;4;4;5
49;22;22;23;5;5;5
50;21;21;23;4;4;5
51;23;23;23;5;5;5
52;17;17;23;3;3;5
53;11;11;23;1;1;5
54;12;12;23;1;1;5
55;11;11;23;1;1;5
56;19;19;23;4;4;5
57;20;20;23;4;4;5
58;12;12;23;1;1;5
59;11;11;23;1;1;5
60;17;17;23;3;3;5
61;11;11;23;1;1;5
62;12;12;23;1;1;5
63;11;11;23;1;1;5
64;19;19;23;4;4;5
65;22;22;23;5;5;5
66;21;21;23;4;4;5
67;23;23;23;5;5;5
68;19;19;23;4;4;5
69;22;22;23;5;5;5
70;22;22;23;4;4;5
71;22;22;23;5;5;5
72;19;19;23;4;4;5
73;22;22;23;5;5;5
74;23;23;23;4;4;5
75;22;22;23;5;5;5
76;19;19;23;4;4;5
77;23;23;23;5;5;5
78;21;21;23;4;4;5
79;24;24;24;5;5;5
80;19;19;24;4;4;5
81;22;22;24;5;5;5
82;21;21;24;4;4;5
83;23;23;24;5;5;5
84;19;19;24;4;4;5
85;22;22;24;5;5;5
86;22;22;24;4;4;5
87;22;22;24;5;5;5
88;19;19;24;4;4;5
89;22;22;24;5;5;5
90;24;24;24;4;4;5
91;11;11;24;1;1;5
92;17;17;24;3;3;5
93;11;11;24;1;1;5
94;12;12;24;1;1;5
95;11;11;24;1;1;5
96;19;19;24;4;4;5
97;22;22;24;5;5;5
98;21;21;24;4;4;5
99;23;23;24;5;5;5
100;19;19;24;4;4;5
101;22;22;24;5;5;5
102;22;22;24;4;4;5
103;22;22;24;5;5;5
104;19;19;24;4;4;5
105;22;22;24;5;5;5
106;23;23;24;4;4;5
107;11;11;24;1;1;5
108;17;17;24;3;3;5
109;11;11;24;1;1;5
110;12;12;24;1;1;5
111;11;11;24;1;1;5
112;19;19;24;4;4;5
113;22;22;24;5;5;5
114;21;21;24;4;4;5
115;23;23;24;5;5;5
116;17;17;24;3;3;5
117;11;11;24;1;1;5
118;12;12;24;1;1;5
119;11;11;24;1;1;5
120;19;19;24;4;4;5
121;20;20;24;4;4;5
122;12;12;24;1;1;5
123;11;11;24;1;1;5
124;17;17;24;3;3;5
125;11;11;24;1;1;5
126;12;12;24;1;1;5
127;11;11;24;1;1;5
128;19;19;24;4;4;5
129;22;22;24;5;5;5
130;21;21;24;4;4;5
131;23;23;24;5;5;5
132;19;19;24;4;4;5
133;22;22;24;5;5;5
134;22;22;24;4;4;5
135;22;22;24;5;5;5
136;19;19;24;4;4;5
137;22;22;24;5;5;5
138;23;23;24;4;4;5
139;22;22;24;5;5;5
140;19;19;24;4;4;5
141;23;23;24;5;5;5
142;21;21;24;4;4;5
143;24;24;24;5;5;5
144;19;19;24;4;4;5
145;22;22;24;5;5;5
146;21;21;24;4;4;5
147;23;23;24;5;5;5
148;19;19;24;4;4;5
149;22;22;24;5;5;5
150;22;22;24;4;4;5
151;22;22;24;5;5;5
152;19;19;24;4;4;5
153;22;22;24;5;5;5
154;24;24;24;4;4;5
155;22;22;24;5;5;5
156;19;19;24;4;4;5
157;23;23;24;5;5;5
158;21;21;24;4;4;5
159;24;24;24;5;5;5
160;19;19;24;4;4;5
161;22;22;24;5;5;5
162;21;21;24;4;4;5
163;23;23;24;5;5;5
164;19;19;24;4;4;5
165;22;22;24;5;5;5
166;22;22;24;4;4;5
167;22;22;24;5;5;5
168;19;19;24;4;4;5
169;22;22;24;5;5;5
170;23;23;24;4;4;5
171;22;22;24;5;5;5
172;19;19;24;4;4;5
173;23;23;24;5;5;5
174;21;21;24;4;4;5
175;25;25;25;5;5;5
176;19;19;25;4;4;5
177;22;22;25;5;5;5
178;21;21;25;4;4;5
179;23;23;25;5;5;5
180;19;19;25;4;4;5
181;22;22;25;5;5;5
182;22;22;25;4;4;5
183;22;22;25;5;5;5
184;19;19;25;4;4;5
185;22;22;25;5;5;5
186;23;23;25;4;4;5
187;22;22;25;5;5;5
188;19;19;25;4;4;5
189;23;23;25;5;5;5
190;21;21;25;4;4;5
191;26;26;26;5;5;5
192;19;19;26;4;4;5
193;22;22;26;5;5;5
194;21;21;26;4;4;5
195;23;23;26;5;5;5
196;19;19;26;4;4;5
197;22;22;26;5;5;5
198;22;22;26;4;4;5
199;22;22;26;5;5;5
200;19;19;26;4;4;5
201;22;22;26;5;5;5
202;23;23;26;4;4;5
203;22;22;26;5;5;5
204;19;19;26;4;4;5
205;23;23;26;5;5;5
206;21;21;26;4;4;5
207;24;24;26;5;5;5
208;19;19;26;4;4;5
209;22;22;26;5;5;5
210;21;21;26;4;4;5
211;23;23;26;5;5;5
212;19;19;26;4;4;5
213;22;22;26;5;5;5
214;22;22;26;4;4;5
215;22;22;26;5;5;5
216;19;19;26;4;4;5
217;22;22;26;5;5;5
218;24;24;26;4;4;5
219;11;11;26;1;1;5
220;17;17;26;3;3;5
221;11;11;26;1;1;5
222;12;12;26;1;1;5
223;11;11;26;1;1;5
224;19;19;26;4;4;5
225;22;22;26;5;5;5
226;21;21;26;4;4;5
227;23;23;26;5;5;5
228;19;19;26;4;4;5
229;22;22;26;5;5;5
230;22;22;26;4;4;5
231;22;22;26;5;5;5
232;19;19;26;4;4;5
233;22;22;26;5;5;5
234;23;23;26;4;4;5
235;11;11;26;1;1;5
236;17;17;26;3;3;5
237;11;11;26;1;1;5
238;12;12;26;1;1;5
239;11;11;26;1;1;5
240;19;19;26;4;4;5
241;22;22;26;5;5;5
242;21;21;26;4;4;5
243;23;23;26;5;5;5
244;17;17;26;3;3;5
245;11;11;26;1;1;5
246;12;12;26;1;1;5
247;11;11;26;1;1;5
248;19;19;26;4;4;5
249;20;20;26;4;4;5
250;12;12;26;1;1;5
251;11;11;26;1;1;5
252;17;17;26;3;3;5
253;11;11;26;1;1;5
254;12;12;26;1;1;5
255;11;11;26;1;1;5
256;19;19;26;4;4;5
257;22;22;26;5;5;5
258;21;21;26;4;4;5
259;23;23;26;5;5;5
260;19;19;26;4;4;5
261;22;22;26;5;5;5
262;22;22;26;4;4;5
263;22;22;26;5;5;5
264;19;19;26;4;4;5
265;22;22;26;5;5;5
266;23;23;26;4;4;5
267;22;22;26;5;5;5
268;19;19;26;4;4;5
269;23;23;26;5;5;5
270;21;21;26;4;4;5
271;24;24;26;5;5;5
272;19;19;26;4;4;5
273;22;22;26;5;5;5
274;21;21;26;4;4;5
275;23;23;26;5;5;5
276;19;19;26;4;4;5
277;22;22;26;5;5;5
278;22;22;26;4;4;5
279;22;22;26;5;5;5
280;19;19;26;4;4;5
281;22;22;26;5;5;5
282;24;24;26;4;4;5
283;22;22;26;5;5;5
284;19;19;26;4;4;5
285;23;23;26;5;5;5
286;21;21;26;4;4;5
287;24;24;26;5;5;5
288;19;19;26;4;4;5
289;22;22;26;5;5;5
290;21;21;26;4;4;5
291;23;23;26;5;5;5
292;19;19;26;4;4;5
293;22;22;26;5;5;5
294;22;22;26;4;4;5
295;22;22;26;5;5;5
296;19;19;26;4;4;5
297;22;22;26;5;5;5
298;23;23;26;4;4;5
299;22;22;26;5;5;5
