leafIndex;computations
0;0
1;1
2;1
3;1
4;2
5;2
6;1
7;1
8;2
9;3
10;2
11;3
12;2
13;2
14;1
15;1
16;2
17;3
18;2
19;3
20;2
21;3
22;2
23;3
24;2
25;3
26;2
27;3
28;2
29;3
30;2
31;3
32;2
33;3
34;2
35;3
36;2
37;3
38;2
39;3
40;2
41;3
42;2
43;3
44;2
45;3
46;2
47;3
48;2
49;3
50;2
51;3
52;2
53;3
54;2
55;3
56;2
57;3
58;2
59;3
60;2
61;3
62;2
63;3
64;2
65;3
66;2
67;3
68;2
69;3
70;2
71;3
72;2
73;3
74;2
75;3
76;2
77;3
78;2
79;3
80;2
81;3
82;2
83;3
84;2
85;3
86;2
87;3
88;2
89;3
90;2
91;3
92;2
93;3
94;2
95;3
96;2
97;3
98;2
99;3
100;2
101;3
102;2
103;3
104;2
105;3
106;2
107;3
108;2
109;3
110;2
111;3
112;2
113;3
114;2
115;3
116;2
117;3
118;2
119;3
120;2
121;3
122;2
123;3
124;2
125;3
126;2
127;3
128;2
129;3
130;2
131;3
132;2
133;3
134;2
135;3
136;2
137;3
138;2
139;3
140;2
141;3
142;2
143;3
144;2
145;3
146;2
147;3
148;2
149;3
150;2
151;3
152;2
153;3
154;2
155;3
156;2
157;3
158;2
159;3
160;2
161;3
162;2
163;3
164;2
165;3
166;2
167;3
168;2
169;3
170;2
171;3
172;2
173;3
174;2
175;3
176;2
177;3
178;2
179;3
180;2
181;3
182;2
183;3
184;2
185;3
186;2
187;3
188;2
189;3
190;2
191;3
192;2
193;3
194;2
195;3
196;2
197;3
198;2
199;3
200;2
201;3
202;2
203;3
204;2
205;3
206;2
207;3
208;2
209;3
210;2
211;3
212;2
213;3
214;2
215;3
216;2
217;3
218;2
219;3
220;2
221;3
222;2
223;3
224;2
225;3
226;2
227;3
228;2
229;3
230;2
231;3
232;2
233;3
234;2
235;3
236;2
237;3
238;2
239;3
240;2
241;3
242;2
243;3
244;2
245;3
246;2
247;3
248;2
249;3
250;2
251;3
252;2
253;3
254;2
255;3
