leafIndex;computations
0;0
1;1
2;1
3;1
4;1
5;2
6;1
7;2
8;1
9;2
10;1
11;2
12;1
13;2
14;1
15;2
16;1
17;2
18;1
19;2
20;1
21;2
22;1
23;2
24;1
25;2
26;1
27;2
28;1
29;2
30;1
31;2
32;1
33;2
34;1
35;2
36;1
37;2
38;1
39;2
40;1
41;2
42;1
43;2
44;1
45;2
46;1
47;2
48;1
49;2
50;1
51;2
52;1
53;2
54;1
55;2
56;1
57;2
58;1
59;2
60;1
61;2
62;1
63;2
64;1
65;2
66;1
67;2
68;1
69;2
70;1
71;2
72;1
73;2
74;1
75;2
76;1
77;2
78;1
79;2
80;1
81;2
82;1
83;2
84;1
85;2
86;1
87;2
88;1
89;2
90;1
91;2
92;1
93;2
94;1
95;2
96;1
97;2
98;1
99;2
100;1
101;2
102;1
103;2
104;1
105;2
106;1
107;2
108;1
109;2
110;1
111;2
112;1
113;2
114;1
115;2
116;1
117;2
118;1
119;2
120;1
121;2
122;1
123;2
124;1
125;2
126;1
127;2
128;1
129;2
130;1
131;2
132;1
133;2
134;1
135;2
136;1
137;2
138;1
139;2
140;1
141;2
142;1
143;2
144;1
145;2
146;1
147;2
148;1
149;2
150;1
151;2
152;1
153;2
154;1
155;2
156;1
157;2
158;1
159;2
160;1
161;2
162;1
163;2
164;1
165;2
166;1
167;2
168;1
169;2
170;1
171;2
172;1
173;2
174;1
175;2
176;1
177;2
178;1
179;2
180;1
181;2
182;1
183;2
184;1
185;2
186;1
187;2
188;1
189;2
190;1
191;2
192;1
193;2
194;1
195;2
196;1
197;2
198;1
199;2
200;1
201;2
202;1
203;2
204;1
205;2
206;1
207;2
208;1
209;2
210;1
211;2
212;1
213;2
214;1
215;2
216;1
217;2
218;1
219;2
220;1
221;2
222;1
223;2
224;1
225;2
226;1
227;2
228;1
229;2
230;1
231;2
232;1
233;2
234;1
235;2
236;1
237;2
238;1
239;2
240;1
241;2
242;1
243;2
244;1
245;2
246;1
247;2
248;1
249;2
250;1
251;2
252;1
253;2
254;1
255;2
