leafIndex;computations
0;0
1;1
2;1
3;1
4;3
5;1
6;1
7;1
8;3
9;4
10;2
11;1
12;3
13;1
14;1
15;1
16;3
17;4
18;3
19;4
20;3
21;4
22;2
23;1
24;3
25;4
26;2
27;1
28;3
29;1
30;1
31;1
32;3
33;4
34;3
35;4
36;3
37;4
38;3
39;4
40;3
41;4
42;3
43;4
44;3
45;4
46;3
47;4
48;3
49;4
50;3
51;4
52;3
53;4
54;2
55;1
56;3
57;4
58;2
59;1
60;3
61;1
62;1
63;1
64;3
65;4
66;3
67;4
68;3
69;4
70;3
71;4
72;3
73;4
74;3
75;4
76;3
77;4
78;3
79;4
80;3
81;4
82;3
83;4
84;3
85;4
86;3
87;4
88;3
89;4
90;3
91;4
92;3
93;4
94;3
95;4
96;3
97;4
98;3
99;4
100;3
101;4
102;3
103;4
104;3
105;4
106;3
107;4
108;3
109;4
110;3
111;4
112;3
113;4
114;3
115;4
116;3
117;4
118;3
119;4
120;3
121;4
122;3
123;4
124;3
125;4
126;3
127;4
128;3
129;4
130;3
131;4
132;3
133;4
134;3
135;4
136;3
137;4
138;3
139;4
140;3
141;4
142;3
143;4
144;3
145;4
146;3
147;4
148;3
149;4
150;3
151;4
152;3
153;4
154;3
155;4
156;3
157;4
158;3
159;4
160;3
161;4
162;3
163;4
164;3
165;4
166;3
167;4
168;3
169;4
170;3
171;4
172;3
173;4
174;3
175;4
176;3
177;4
178;3
179;4
180;3
181;4
182;3
183;4
184;3
185;4
186;3
187;4
188;3
189;4
190;3
191;4
192;3
193;4
194;3
195;4
196;3
197;4
198;3
199;4
200;3
201;4
202;3
203;4
204;3
205;4
206;3
207;4
208;3
209;4
210;3
211;4
212;3
213;4
214;3
215;4
216;3
217;4
218;3
219;4
220;3
221;4
222;3
223;4
224;3
225;4
226;3
227;4
228;3
229;4
230;3
231;4
232;3
233;4
234;3
235;4
236;3
237;4
238;3
239;4
240;3
241;4
242;3
243;4
244;3
245;4
246;3
247;4
248;3
249;4
250;3
251;4
252;3
253;4
254;3
255;4
