round;minSpace;maxSpace
1;65537;65538
2;65537;65538
3;65537;65538
4;65535;65537
5;65535;65536
6;65534;65536
7;65534;65535
8;65531;65534
9;65531;65532
10;65531;65532
11;65531;65532
12;65528;65531
13;65528;65529
14;65527;65529
15;65527;65528
16;65523;65527
17;65523;65524
18;65523;65524
19;65523;65524
20;65521;65523
21;65521;65522
22;65520;65522
23;65520;65521
24;65516;65520
25;65516;65517
26;65516;65517
27;65516;65517
28;65513;65516
29;65513;65514
30;65512;65514
31;65512;65513
32;65507;65512
33;65507;65508
34;65507;65508
35;65507;65508
36;65505;65507
37;65505;65506
38;65504;65506
39;65504;65505
40;65501;65504
41;65501;65502
42;65501;65502
43;65501;65502
44;65498;65501
45;65498;65499
46;65497;65499
47;65497;65498
48;65492;65497
49;65492;65493
50;65492;65493
51;65492;65493
52;65490;65492
53;65490;65491
54;65489;65491
55;65489;65490
56;65485;65489
57;65485;65486
58;65485;65486
59;65485;65486
60;65482;65485
61;65482;65483
62;65481;65483
63;65481;65482
64;65475;65481
65;65475;65476
66;65475;65476
67;65475;65476
68;65473;65475
69;65473;65474
70;65472;65474
71;65472;65473
72;65469;65472
73;65469;65470
74;65469;65470
75;65469;65470
76;65466;65469
77;65466;65467
78;65465;65467
79;65465;65466
80;65461;65465
81;65461;65462
82;65461;65462
83;65461;65462
84;65459;65461
85;65459;65460
86;65458;65460
87;65458;65459
88;65454;65458
89;65454;65455
90;65454;65455
91;65454;65455
92;65451;65454
93;65451;65452
94;65450;65452
95;65450;65451
96;65444;65450
97;65444;65445
98;65444;65445
99;65444;65445
100;65442;65444
101;65442;65443
102;65441;65443
103;65441;65442
104;65438;65441
105;65438;65439
106;65438;65439
107;65438;65439
108;65435;65438
109;65435;65436
110;65434;65436
111;65434;65435
112;65429;65434
113;65429;65430
114;65429;65430
115;65429;65430
116;65427;65429
117;65427;65428
118;65426;65428
119;65426;65427
120;65422;65426
121;65422;65423
122;65422;65423
123;65422;65423
124;65419;65422
125;65419;65420
126;65418;65420
127;65418;65419
128;65411;65418
129;65411;65412
130;65411;65412
131;65411;65412
132;65409;65411
133;65409;65410
134;65408;65410
135;65408;65409
136;65405;65408
137;65405;65406
138;65405;65406
139;65405;65406
140;65402;65405
141;65402;65403
142;65401;65403
143;65401;65402
144;65397;65401
145;65397;65398
146;65397;65398
147;65397;65398
148;65395;65397
149;65395;65396
150;65394;65396
151;65394;65395
152;65390;65394
153;65390;65391
154;65390;65391
155;65390;65391
156;65387;65390
157;65387;65388
158;65386;65388
159;65386;65387
160;65381;65386
161;65381;65382
162;65381;65382
163;65381;65382
164;65379;65381
165;65379;65380
166;65378;65380
167;65378;65379
168;65375;65378
169;65375;65376
170;65375;65376
171;65375;65376
172;65372;65375
173;65372;65373
174;65371;65373
175;65371;65372
176;65366;65371
177;65366;65367
178;65366;65367
179;65366;65367
180;65364;65366
181;65364;65365
182;65363;65365
183;65363;65364
184;65359;65363
185;65359;65360
186;65359;65360
187;65359;65360
188;65356;65359
189;65356;65357
190;65355;65357
191;65355;65356
192;65348;65355
193;65348;65349
194;65348;65349
195;65348;65349
196;65346;65348
197;65346;65347
198;65345;65347
199;65345;65346
200;65342;65345
201;65342;65343
202;65342;65343
203;65342;65343
204;65339;65342
205;65339;65340
206;65338;65340
207;65338;65339
208;65334;65338
209;65334;65335
210;65334;65335
211;65334;65335
212;65332;65334
213;65332;65333
214;65331;65333
215;65331;65332
216;65327;65331
217;65327;65328
218;65327;65328
219;65327;65328
220;65324;65327
221;65324;65325
222;65323;65325
223;65323;65324
224;65317;65323
225;65317;65318
226;65317;65318
227;65317;65318
228;65315;65317
229;65315;65316
230;65314;65316
231;65314;65315
232;65311;65314
233;65311;65312
234;65311;65312
235;65311;65312
236;65308;65311
237;65308;65309
238;65307;65309
239;65307;65308
240;65302;65307
241;65302;65303
242;65302;65303
243;65302;65303
244;65300;65302
245;65300;65301
246;65299;65301
247;65299;65300
248;65295;65299
249;65295;65296
250;65295;65296
251;65295;65296
252;65292;65295
253;65292;65293
254;65291;65293
255;65291;65292
256;65283;65291
257;65283;65284
258;65283;65284
259;65283;65284
260;65281;65283
261;65281;65282
262;65280;65282
263;65280;65281
264;65277;65280
265;65277;65278
266;65277;65278
267;65277;65278
268;65274;65277
269;65274;65275
270;65273;65275
271;65273;65274
272;65269;65273
273;65269;65270
274;65269;65270
275;65269;65270
276;65267;65269
277;65267;65268
278;65266;65268
279;65266;65267
280;65262;65266
281;65262;65263
282;65262;65263
283;65262;65263
284;65259;65262
285;65259;65260
286;65258;65260
287;65258;65259
288;65253;65258
289;65253;65254
290;65253;65254
291;65253;65254
292;65251;65253
293;65251;65252
294;65250;65252
295;65250;65251
296;65247;65250
297;65247;65248
298;65247;65248
299;65247;65248
300;65244;65247
301;65244;65245
302;65243;65245
303;65243;65244
304;65238;65243
305;65238;65239
306;65238;65239
307;65238;65239
308;65236;65238
309;65236;65237
310;65235;65237
311;65235;65236
312;65231;65235
313;65231;65232
314;65231;65232
315;65231;65232
316;65228;65231
317;65228;65229
318;65227;65229
319;65227;65228
320;65221;65227
321;65221;65222
322;65221;65222
323;65221;65222
324;65219;65221
325;65219;65220
326;65218;65220
327;65218;65219
328;65215;65218
329;65215;65216
330;65215;65216
331;65215;65216
332;65212;65215
333;65212;65213
334;65211;65213
335;65211;65212
336;65207;65211
337;65207;65208
338;65207;65208
339;65207;65208
340;65205;65207
341;65205;65206
342;65204;65206
343;65204;65205
344;65200;65204
345;65200;65201
346;65200;65201
347;65200;65201
348;65197;65200
349;65197;65198
350;65196;65198
351;65196;65197
352;65190;65196
353;65190;65191
354;65190;65191
355;65190;65191
356;65188;65190
357;65188;65189
358;65187;65189
359;65187;65188
360;65184;65187
361;65184;65185
362;65184;65185
363;65184;65185
364;65181;65184
365;65181;65182
366;65180;65182
367;65180;65181
368;65175;65180
369;65175;65176
370;65175;65176
371;65175;65176
372;65173;65175
373;65173;65174
374;65172;65174
375;65172;65173
376;65168;65172
377;65168;65169
378;65168;65169
379;65168;65169
380;65165;65168
381;65165;65166
382;65164;65166
383;65164;65165
384;65156;65164
385;65156;65157
386;65156;65157
387;65156;65157
388;65154;65156
389;65154;65155
390;65153;65155
391;65153;65154
392;65150;65153
393;65150;65151
394;65150;65151
395;65150;65151
396;65147;65150
397;65147;65148
398;65146;65148
399;65146;65147
400;65142;65146
401;65142;65143
402;65142;65143
403;65142;65143
404;65140;65142
405;65140;65141
406;65139;65141
407;65139;65140
408;65135;65139
409;65135;65136
410;65135;65136
411;65135;65136
412;65132;65135
413;65132;65133
414;65131;65133
415;65131;65132
416;65126;65131
417;65126;65127
418;65126;65127
419;65126;65127
420;65124;65126
421;65124;65125
422;65123;65125
423;65123;65124
424;65120;65123
425;65120;65121
426;65120;65121
427;65120;65121
428;65117;65120
429;65117;65118
430;65116;65118
431;65116;65117
432;65111;65116
433;65111;65112
434;65111;65112
435;65111;65112
436;65109;65111
437;65109;65110
438;65108;65110
439;65108;65109
440;65104;65108
441;65104;65105
442;65104;65105
443;65104;65105
444;65101;65104
445;65101;65102
446;65100;65102
447;65100;65101
448;65093;65100
449;65093;65094
450;65093;65094
451;65093;65094
452;65091;65093
453;65091;65092
454;65090;65092
455;65090;65091
456;65087;65090
457;65087;65088
458;65087;65088
459;65087;65088
460;65084;65087
461;65084;65085
462;65083;65085
463;65083;65084
464;65079;65083
465;65079;65080
466;65079;65080
467;65079;65080
468;65077;65079
469;65077;65078
470;65076;65078
471;65076;65077
472;65072;65076
473;65072;65073
474;65072;65073
475;65072;65073
476;65069;65072
477;65069;65070
478;65068;65070
479;65068;65069
480;65062;65068
481;65062;65063
482;65062;65063
483;65062;65063
484;65060;65062
485;65060;65061
486;65059;65061
487;65059;65060
488;65056;65059
489;65056;65057
490;65056;65057
491;65056;65057
492;65053;65056
493;65053;65054
494;65052;65054
495;65052;65053
